shelterId,no,capacity,occupancy
587,PA216HT,3,2
828,56QX,5,4
250,SI16,2,2
78,Y23OY,5,5
27,ZQ00NX,1,0
383,SX8,2,0
26,ZW51,5,2
977,620LY,2,0
198,3606,4,4
625,YV548LC,5,0
636,6X,1,0
819,T83LE,3,3
19,QR7997H,3,2
286,2574AK,3,3
793,YL2PI,1,1
744,F09CO,4,4
597,NE9758HO,4,4
792,XR5977I,2,0
906,455TI,1,0
311,X0987OP,3,0
610,6,1,1
214,M7W,3,3
555,SW5MB,3,0
133,7RF,3,1
659,C04NS,1,0
946,K8H,5,1
844,Z993D,4,3
247,CR600O,5,5
853,F7961DV,1,0
29,J2058NX,2,1
38,NW3124,1,1
68,JW1X,1,0
17,2558ZO,5,5
819,ME3160,1,1
430,PL80,5,4
662,CY50Y,3,0
650,DR0PD,2,2
339,C1S,5,5
220,2,2,2
310,7591AF,4,0
880,G9622,1,1
535,KT62,3,1
74,O9332,1,1
627,W061Z,5,5
246,KX41VU,2,2
948,H80LJ,3,1
517,OV46KW,5,0
908,18,5,4
447,TI417CD,2,0
212,472,2,1
940,BF7717O,5,5
77,AW2S,1,1
330,09HG,1,1
696,WG8432,4,1
841,ON8,5,5
91,011,2,1
555,1880,2,1
672,A5,4,0
301,X10,2,0
251,1139HS,3,1
58,Y165T,1,0
433,M544YD,5,5
637,73P,2,2
984,50Z,2,0
722,265,2,2
418,SX5609VX,3,2
188,EY19PO,3,0
898,I66,3,0
654,H16,2,0
254,71,3,3
686,S5LQ,4,2
735,IJ32A,5,4
764,2699,5,5
402,545T,4,1
348,703FE,1,1
246,UD26,4,2
537,26,2,2
188,7O,3,2
362,X24PG,4,2
452,1,5,2
820,RO819,3,2
108,989,5,4
345,B835,3,2
503,908,5,4
547,OT5437GT,2,1
644,A3D,1,1
57,O7JK,3,1
669,5,1,0
518,XN6EK,5,0
457,90GH,4,4
290,BU397VI,3,2
13,IJ92,2,1
437,H0,4,3
657,I8347,1,1
115,1X,2,0
773,00U,3,1
492,RY5343FD,3,2
472,E68W,3,2
622,CL0928I,3,2
232,201,4,1
708,Y75P,4,2
561,11,2,0
929,W582,1,0
429,BN674C,1,0
155,1544,3,0
916,1V,3,1
848,CI3LH,1,1
177,KS89,2,1
121,496A,2,2
175,58,5,0
399,957TQ,5,2
932,7695R,5,1
882,FZ661O,3,2
850,AT669EI,2,2
511,2947HB,2,2
478,R0037IO,2,2
983,SI25,5,4
741,AN25,3,2
888,OY4213IQ,4,3
536,EG82SW,1,0
23,6,3,2
37,Y3RY,3,0
390,03,1,1
257,544RB,5,3
490,YT30FY,1,1
993,7,3,3
540,U567DC,2,2
696,303,4,4
205,357D,2,2
769,SY4,3,0
221,Q884,4,2
85,457,3,0
749,A920OZ,4,4
165,DR6293K,3,2
999,NW8UZ,4,1
797,G610CQ,5,3
239,X0MF,5,0
693,T4044I,2,0
886,2EQ,3,1
828,9M,1,0
282,OP45,4,4
725,NM608YT,1,0
174,37,3,2
205,77N,5,1
331,GA4,4,3
333,704V,5,5
236,FG392K,5,2
14,U25V,1,1
805,YE8N,3,1
352,F6WS,2,2
663,0,5,2
543,XY937HM,1,1
821,OS2DA,4,4
971,P86,4,3
719,2,4,3
210,RU996J,2,2
466,806,1,0
705,CU1S,5,3
944,G2BL,5,2
653,05,4,4
307,18W,1,1
298,U6Y,3,1
793,UF793R,1,1
650,L87WH,5,5
174,PB84L,5,5
169,6622,1,0
58,70UP,5,4
922,24FW,2,2
849,ZH2872,5,1
925,A810C,4,2
83,Q580C,3,1
690,J2,5,4
468,Z5131K,2,1
629,N3033F,4,4
191,016F,4,3
159,F062,4,3
712,A1973FC,1,1
491,Q6468A,3,1
970,C8123,4,1
550,111,4,2
137,M073C,2,1
553,773,1,1
17,1991W,5,3
949,Q23Y,3,1
143,E6TL,5,5
687,AY8702KR,5,3
180,J93,5,2
720,R1338A,4,4
327,SX887,3,1
844,SR2,5,5
847,U34VE,4,0
69,9F,3,2
912,X0XS,2,1
961,7343C,1,0
679,G3V,5,2
721,QT71L,2,0
183,6987IL,3,0
677,RZ81GY,4,2
601,H24SX,4,4
1,A4EV,2,0
372,H3,4,0
910,Q15E,4,3
611,VD148U,3,1
580,W434,2,0
45,PN7Y,3,3
72,051,3,3
793,DT83IF,1,1
423,17GO,1,0
387,H873,4,0
576,W3,4,3
772,8CH,2,0
161,D5021,1,1
367,A107,3,3
955,LI803T,5,5
166,S2H,4,3
92,UE65MV,1,0
599,8C,3,3
116,3731O,3,0
797,KX66H,4,2
504,F16BF,1,0
691,O9RW,5,1
693,Y458Q,2,2
222,4A,1,1
810,B4N,1,0
309,0,2,1
288,EO8573VM,3,0
830,9463,2,2
526,JQ344I,5,2
636,Y5509B,4,0
893,6F,1,0
602,51,4,4
806,G3372X,2,1
109,IG69G,1,1
165,X3574V,5,3
387,341,4,2
882,L975,1,1
773,E98TJ,5,4
629,JR7NM,1,0
900,5M,4,1
803,UR2809,2,2
453,8239,4,4
285,054,3,2
607,FQ4KH,4,3
82,0039,2,2
816,XY79FJ,5,5
45,NZ3XB,4,4
599,5534C,4,2
575,2595X,5,0
588,WP52H,3,1
787,8U,3,3
771,QJ149,5,4
987,ND653L,3,2
829,NA82MN,3,2
976,W6297,5,1
189,DO01QM,5,5
957,FP35,2,0
755,BP711VT,5,1
727,6,5,5
202,KJ8MW,5,0
697,04L,1,0
86,3038RZ,3,2
432,134F,4,3
638,156MZ,3,2
215,AW782JT,4,1
467,OX98,4,2
30,MN0TS,3,3
446,H867K,5,3
115,252,4,1
687,7071QP,4,4
917,GS68X,5,2
348,LA4,1,0
804,1808TX,1,1
260,9,5,4
835,Q4I,2,0
929,61P,2,2
267,KF4UO,2,1
290,H8GI,1,0
137,V342EN,4,0
4,BR96,1,1
771,M5D,4,2
98,465WF,4,2
175,Z958,5,4
888,HU696,5,2
847,8673ZB,1,0
524,PV810IV,3,1
923,6ZW,1,1
159,331O,3,1
813,ND2,5,0
752,KP6706LE,1,0
265,4682YM,5,1
519,75C,2,2
649,EN5,1,0
511,BK1R,1,1
467,G9221,2,0
676,UD9OY,2,0
311,G27C,2,2
841,J9,5,5
775,YQ6137R,5,4
830,VX372,1,0
339,5WF,2,2
133,EP20FL,2,2
376,NZ8319S,5,4
675,2TN,2,1
302,3599,4,1
945,4327D,5,5
239,WR97XP,1,0
93,6180UT,5,5
97,L260,5,0
383,C524L,5,4
877,X6030D,5,5
256,29W,5,5
723,6745M,3,1
657,IU1,4,2
919,51Q,3,0
849,V896,4,3
944,DI725IF,2,1
756,P19ZW,4,2
138,79C,5,1
834,R4020J,2,0
257,78W,5,4
993,P92V,1,0
709,DO996V,5,1
33,C330OV,2,0
944,U388,2,2
433,CA334KN,5,2
708,Q2,3,1
511,AN744AC,2,2
794,E4872,1,0
659,NC944F,5,1
425,57,5,2
444,UX8260DA,2,0
55,OA9775M,4,3
284,H696,3,0
587,6MH,3,3
6,Q940RG,2,2
246,TW068UB,5,4
581,B539,1,0
440,066WX,2,0
751,G0,4,1
850,D73S,5,1
502,B1,5,0
610,242XS,2,0
373,C63M,4,3
464,DY021K,5,3
748,XY7K,5,2
757,IW28KQ,3,0
185,C6492R,4,3
900,K4B,1,1
172,48,1,0
440,AZ0Q,5,5
173,W20,4,3
621,LE1VK,3,0
647,821C,1,1
354,LG1281,2,1
895,L63IV,2,1
227,8X,3,1
717,LN9562,4,0
996,W6681O,2,1
350,194GP,1,0
542,E98P,2,0
601,234A,4,3
309,QZ3G,4,1
535,PT1819A,4,0
609,4732XT,2,0
132,ZG343XA,3,2
94,08XH,3,3
644,Y1UL,3,1
934,03,4,4
150,F0198ZF,4,2
691,B87B,3,3
742,O6832,1,1
130,B9017,5,0
358,O156D,2,2
819,557NE,3,2
406,B7047XB,1,1
302,RV2236YZ,5,5
7,D488ET,1,1
863,CB2,4,2
682,8F,5,1
965,RQ31,3,0
744,OY9LQ,1,0
15,571,1,0
327,321,2,1
672,A31CB,3,2
320,M90SV,2,0
378,R1G,5,4
89,303,5,5
824,W2,5,5
436,DV3362,4,1
468,4V,2,1
638,TO3427L,2,2
474,MN0SO,3,2
20,86U,4,0
928,L36OD,3,2
762,C8266RL,2,0
830,G870,2,0
473,91Z,3,3
993,86RZ,4,1
948,VQ6W,3,1
631,W007ZO,3,1
925,ZI800HR,2,2
659,X3443Y,2,2
464,MC9B,4,4
320,C40D,4,1
945,S73J,3,1
692,PU446,3,1
838,K2UG,1,0
928,MR7Z,3,1
327,NO5,5,3
81,5464,1,0
836,TP0107,2,1
980,WA444B,2,2
781,367IG,3,2
716,M1,3,0
254,UL874,2,1
246,16UZ,3,3
564,LU386L,1,1
319,ND1902,4,2
759,CD57RI,5,4
988,R6,3,0
635,1K,2,2
804,GT132M,3,2
569,3,1,0
363,YI1713Q,2,1
119,7229FL,3,2
893,M85A,1,1
133,D83EG,5,1
880,PL666,4,3
908,CS8,5,2
394,99PX,4,1
581,7,3,0
825,A7,4,2
564,5515RM,4,4
845,NT3,5,5
815,5L,2,2
166,DV6286FZ,4,2
973,039JI,2,1
891,DQ6,3,1
777,C7ZL,1,0
623,R483M,4,1
23,BY249WA,4,1
618,8WP,4,0
616,D6886,1,1
61,XR9430O,1,1
190,UN244,3,2
367,KJ91TZ,5,2
774,B8R,3,0
470,9L,5,1
503,99Z,4,1
89,R38D,5,4
490,R8794S,1,1
876,M5765,1,1
258,A0,4,0
471,B9342FK,3,1
149,4682XK,3,2
820,3464,3,3
430,PX6,1,0
352,C7I,1,1
204,4,3,2
490,6,4,3
239,FT4847LR,3,1
115,F54US,1,0
450,331GE,4,0
129,858P,1,0
732,K8188C,1,1
984,QY0570A,4,3
870,0V,4,1
747,NH5LM,2,0
392,2427R,1,1
725,81,5,5
888,R6501E,1,0
38,1158VP,3,1
926,663Y,5,0
949,0,3,1
551,M60,1,1
787,ZE3PY,4,2
555,HJ69VR,1,0
999,48,2,1
697,8B,1,1
489,JK7999,3,2
903,GD6OE,2,2
160,857L,2,0
59,M82AP,3,0
137,S5695HQ,2,1
250,V06U,3,1
984,30,2,0
344,G4V,2,2
724,Y2665N,4,3
41,L47IQ,5,1
342,A926,2,0
897,4234,1,0
501,X0056,4,0
86,3,2,0
152,Q88AN,2,0
704,J9327C,3,0
825,9837O,3,1
30,Y6985DL,3,2
904,T869VQ,5,5
736,Y2057,1,1
557,ER07BJ,3,1
103,U3197T,5,1
812,IM68,4,0
133,V97F,1,1
200,C60,1,1
788,UC111,3,1
355,CW161MR,2,1
441,LP653MF,1,1
590,D8C,4,4
418,XF4961,5,3
784,ZA66VE,5,0
889,GL6678X,5,3
923,Q02CP,2,1
243,Z8NQ,4,1
736,LG624ZD,3,2
76,LW1609M,4,3
884,DB4381W,5,3
853,553RI,4,2
249,6QE,4,2
424,252BI,3,2
446,57GX,5,4
364,O5UW,1,0
917,622T,2,2
204,W9H,3,0
891,C455E,4,2
155,XI902W,3,1
24,DR394LD,1,0
479,CH8EW,2,1
35,152,3,1
763,369,3,0
687,N709NE,5,1
790,39,3,3
517,N470V,5,0
257,Q2252P,3,3
658,GP944SR,2,1
703,WJ6460ZX,2,0
964,MK45PQ,2,2
173,ME394B,3,2
394,H06L,1,0
28,MO2355U,1,0
929,O4706LY,4,2
65,Z2C,1,0
879,D9M,3,1
196,A3756A,1,0
718,76D,1,1
358,8496,4,0
416,1JX,1,1
372,K5DU,3,0
402,L2598DC,5,0
53,H8472G,2,2
409,K1ER,3,2
78,H304V,1,1
589,79A,3,3
995,U218DS,3,3
465,LB88DA,5,4
432,BN3363D,3,3
169,F22,1,1
571,W715NY,1,0
598,4JV,3,0
376,SG2684,3,1
577,TA372ED,1,0
26,0247,4,4
175,2873,3,0
810,YT9716JT,1,0
234,DC5180D,5,0
995,ZV2138,4,0
664,Y3137U,3,2
750,R5564AR,4,1
719,P605,1,0
94,Y99,5,0
382,WO6,4,3
866,R0,5,2
306,P509S,4,3
250,079OG,1,1
798,TK2,5,1
12,NA7JP,1,1
595,N2OJ,1,0
751,PU008,4,0
586,L17,5,4
97,UY45X,1,0
916,BH8948,3,2
962,GQ71,3,3
303,409G,3,2
826,8320E,5,4
887,P643YJ,4,0
821,XF63E,3,2
534,F3,1,0
757,CB8ZS,3,0
843,5MP,5,4
964,SF062K,3,3
238,UL139VI,4,2
989,573WD,2,2
475,P2340,4,3
450,3EP,4,1
437,X7R,3,3
510,5,3,1
973,TU1EK,5,0
722,D017,1,0
809,U0659,4,0
874,M0628,4,1
499,X272X,1,0
83,HD986,1,0
785,WK59RH,3,3
159,U77YP,4,0
681,FW37IQ,4,3
199,U330I,3,2
136,634CS,2,1
447,677W,4,1
195,DX765,5,4
963,862QZ,5,2
594,628R,4,1
819,9171TF,3,2
734,M940,2,1
657,7XF,5,1
714,GV0015,3,0
119,F854VL,1,0
258,F326Y,3,3
204,B2907,2,2
833,5687AT,4,4
915,3713BK,5,0
766,3052QO,5,0
982,JC30I,3,2
791,EV93U,5,1
377,60D,3,2
395,FD061F,5,4
92,L810AH,5,1
76,EI38,3,1
509,XU13,5,4
321,HM662,3,1
649,M2O,3,0
656,I213,5,4
281,EP50SK,2,0
274,IN636Q,3,3
488,SL6622,5,5
957,G9775VE,1,0
704,74HK,5,3
560,Z8,3,1
416,ZR16X,1,1
543,512IC,4,1
411,FB013G,3,2
755,A5165X,3,2
975,AQ509DU,3,2
623,I967,1,0
612,4761CS,4,2
950,P1841X,5,5
96,66AP,4,4
913,24NR,3,1
349,81FS,3,1
62,53E,5,5
65,TK1171,5,4
21,JU5UC,3,2
963,Z55I,5,3
778,IX775,3,1
592,JL370TC,2,2
103,O4X,4,2
258,DM689Q,4,0
447,AY2467I,3,1
577,27,5,3
168,S714A,5,3
61,U737Q,2,0
817,EC7W,4,1
491,A556IT,3,3
142,1190O,5,0
520,T4041GH,1,1
617,DH2331W,3,0
443,VQ12QL,1,0
717,06,2,1
943,794M,2,0
490,XZ1,3,3
748,81,3,3
254,GP2D,3,1
3,K8259,3,0
493,NQ17O,2,1
795,Y18WZ,3,2
800,CU7F,2,0
131,D3R,2,1
597,02CU,3,2
411,D9795T,3,0
633,KR473P,1,1
355,229H,4,2
606,63,2,0
865,O5693JU,1,0
498,6,3,3
530,DO09C,3,2
624,141H,5,5
205,Y082U,2,0
835,0,3,1
924,K2147,4,1
332,4825XG,4,4
757,FQ7,5,4
452,C97,4,0
725,JC9070,1,0
328,D6267OW,5,5
120,1126H,5,0
274,T14,2,1
39,PN78K,5,1
990,I51,1,0
475,GS7985,5,3
477,F4GV,2,1
563,1888,2,0
370,O698YV,1,1
984,0239,2,0
183,59,4,3
549,4022WG,5,1
683,TG6OA,4,2
948,LQ980ZR,1,0
876,6181EL,5,2
161,T70LI,3,2
545,IO719,2,0
840,TF788B,1,0
286,WI0ZB,2,0
413,2292V,2,0
997,O5236SY,5,3
165,5628W,1,1
758,504RJ,4,4
799,HC1213SX,5,3
59,737UF,2,2
877,TE2TR,3,2
594,N456XL,4,0
280,BQ0N,4,1
304,QI17H,5,5
984,2116LI,3,2
876,MY9,4,3
356,696Z,4,0
826,618N,2,2
175,F7A,5,5
57,5114WJ,4,1
816,A423,5,4
486,22ML,2,2
823,177RU,5,3
193,K1684PB,2,2
703,8E,3,0
778,NO4960,3,0
132,P93Y,4,2
607,GM09U,1,0
343,1NW,2,1
521,3988,3,1
851,Z2844JK,4,4
302,72,4,2
945,K9DO,5,2
442,801IW,3,1
570,789ZY,4,4
497,IU246V,5,2
906,0JW,4,2
749,RU762ZU,5,1
313,U95GD,3,3
187,KP050DN,5,1
253,685QY,2,1
972,9A,4,3
366,8078,3,2
231,F2348,4,2
83,D4373UJ,2,1
702,D474F,5,3
805,3,3,3
482,130,4,1
486,BS795,1,1
942,9113V,3,2
350,E1RJ,1,1
164,89DZ,1,0
7,V4210UV,5,3
407,D7746,5,5
789,1CB,4,2
594,MH6886TY,5,0
596,8,2,2
270,DK6495U,1,0
658,K69QU,4,1
979,87M,1,0
21,SJ618,2,0
743,RX132V,2,1
247,GR1J,1,0
823,HS799T,5,4
170,789W,1,0
254,4431T,2,1
219,RI3TN,4,2
246,CK805H,5,3
843,I321ZF,4,1
135,8,1,1
669,TM64QX,5,1
585,U188,3,2
675,P63Q,1,1
402,R5689HZ,4,0
758,A129DP,3,0
927,RQ6356OS,1,0
157,D584,5,0
371,65,3,1
583,519,2,1
460,H93NY,3,2
318,Y54V,2,2
891,IF98,3,3
182,D05YK,2,0
61,SF2H,1,0
335,3497EK,3,1
278,8383,4,2
226,QO8PN,5,5
737,3877Y,5,4
219,7,1,0
931,3319L,3,1
161,V2412,5,4
623,58G,2,1
518,N3X,1,1
316,NY52AI,1,0
200,S2LP,5,3
156,Q2PQ,1,0
212,X8342VJ,3,2
314,LS8091H,1,0
725,K411G,1,1
801,JO08E,2,1
990,WJ876,1,0
415,877,2,1
950,X3821,3,1
620,H7,1,0
394,UN7507ZC,5,0
690,81,3,0
76,H813K,4,0
32,095,4,1
729,239TI,1,0
877,2DI,1,1
579,S42WY,3,1
465,OU808,1,0
835,9VI,1,1
599,Y08JK,1,1
982,A7,1,0
280,M9243Y,4,2
934,D1892NV,3,2
9,H246,2,2
195,3WB,1,0
610,S10HW,5,3
353,RC6QY,5,0
593,74,1,0
960,X4P,2,2
623,WD799D,2,1
66,F472V,5,4
542,953,4,2
629,K5613,4,3
107,ZR012NG,4,2
506,9858W,2,0
31,Z7964UH,2,0
487,GW464,3,0
693,48,2,2
43,ON6,3,3
739,W73CI,3,2
517,TR2691Z,2,2
649,72B,3,1
78,DN1490T,3,2
153,MG78X,4,2
953,3130A,4,4
656,C83,5,1
64,ET4PK,3,3
24,6,4,4
669,F47,2,2
425,L9JT,4,1
109,A4D,4,3
227,MW184F,2,1
924,IZ998E,4,0
125,437Z,2,1
747,27H,1,1
157,J586UI,2,0
664,084H,4,2
216,RA943,5,0
210,2969,2,0
617,WE88JP,2,0
172,Z9768W,4,4
540,BH2268LJ,4,0
690,315JY,5,2
173,G3828DB,2,0
241,LA8389YG,2,1
71,TL1,4,4
918,N20J,5,3
905,56B,5,1
546,0410,5,5
295,6863,3,1
994,PW3930D,1,0
467,99M,3,0
974,4VG,1,1
391,RF4896E,3,1
345,J70,1,1
163,136,2,0
770,BR1721NR,3,1
595,813TA,3,3
864,R2486B,5,0
269,P3,2,1
19,FO85K,4,0
333,32,4,0
546,823K,4,1
615,WI7,1,0
97,7,4,4
945,S3302,1,0
959,Q6176B,1,0
584,1519AI,2,2
624,O67E,4,2
437,8198P,1,0
238,Q6UH,3,0
319,MA0816JS,2,0
13,9630LE,1,1
976,JO7V,4,4
204,U9756OS,5,3
369,5,1,0
452,F3006I,4,4
788,A0K,1,1
100,LI2710,4,4
379,ZL20E,4,4
147,NL0I,5,4
113,S47CH,4,4
224,8,5,5
243,QZ2812M,5,0
503,R12VT,1,1
924,ER52CP,5,4
710,C5548,5,3
569,TY025HF,5,5
845,ZX37U,1,0
714,PS27,5,0
464,O7,4,0
929,M4NZ,5,4
841,OL3ZT,5,3
462,OZ758ER,4,2
728,LA9M,1,0
610,MC383QY,2,2
402,WQ3,1,1
600,04QP,4,3
101,C879DC,2,1
190,9H,5,3
251,S8007FS,5,3
545,LG0CV,4,4
358,1,4,0
245,OE5,4,2
122,MJ960,2,2
105,CL002OY,3,3
299,45TU,5,0
223,KQ40T,1,1
611,QT38,4,1
720,H98TS,4,1
720,T1931KV,2,0
465,K330,5,4
573,S901S,4,1
822,NU35,1,0
416,7LD,4,0
443,6507O,4,1
61,898Q,2,0
433,KL1895Z,2,1
410,719,5,3
225,8462T,1,0
592,DM823K,3,1
608,D554R,5,4
538,2TI,2,0
873,P7BH,2,1
55,W01J,4,3
270,O9T,5,3
129,4N,2,2
954,76M,3,0
326,X14NH,4,2
503,CQ4518R,5,0
867,WA02YD,1,1
897,KU9,2,1
197,K75IL,3,0
23,L9,5,2
238,IB00NV,2,1
761,613XU,3,1
95,A001,4,0
619,UK2126X,3,2
506,VL3,4,4
746,VT6UG,5,3
951,2454I,3,0
410,OF40MI,3,1
162,Z8,1,0
734,T742WD,1,1
918,49,2,1
625,AT1372FG,5,5
364,DB24,5,4
735,PY12,5,2
192,VQ20BJ,2,2
499,46OA,1,1
20,8345VO,3,1
23,A1KB,5,5
42,QJ8F,3,3
730,TN6143T,2,1
870,YS5071XB,5,5
708,78Q,3,0
591,60YD,1,1
110,J8322,5,1
786,890T,4,1
675,126,4,0
73,IJ2,3,0
887,F10D,4,1
6,96KB,4,3
187,3,3,1
452,1U,2,2
690,96Q,2,2
792,IE7EK,2,1
619,516LS,2,0
454,UK503,2,2
375,5290D,2,1
707,Z9RX,4,3
385,QD6096Q,3,0
606,Y53OJ,3,1
209,E3Q,3,0
325,NT59V,4,0
304,B5448,4,4
808,X18NC,1,1
777,6013Q,4,4
516,EX994RT,4,0
650,AH44,5,4
643,72B,2,0
93,8843RV,5,0
645,BC5012NG,5,0
973,154QS,5,3
411,OK7,5,3
396,TY35,3,0
467,74XA,5,4
81,GF17N,1,0
61,RW7769B,4,3
603,4843JO,2,1
395,4994T,5,2
854,08LV,3,1
908,0875ET,4,3
897,OX4991MK,5,4
228,ZI86F,1,1
216,A854,2,0
989,U1,2,1
572,UQ028J,3,2
105,1SA,5,2
23,G0523,1,1
183,B2NL,5,0
780,YL70SG,2,2
543,RC3272L,5,0
266,V0356V,1,1
353,7483X,5,4
423,MR051N,5,3
929,221Q,5,5
229,0848Y,3,2
302,9,1,1
967,S044FR,3,0
660,DU1Y,3,1
853,1857V,1,1
54,3355,1,0
611,254,4,1
681,AX0,4,4
619,E8,5,3
114,746B,1,0
470,BJ7VX,5,4
422,MB7CM,1,1
86,2PJ,4,0
637,SP22,5,1
278,D227,4,4
944,ND4ZW,4,4
726,S5A,5,3
445,ZK3958CW,5,5
455,OC92QU,1,1
37,YA164X,2,1
837,U425,2,0
620,N0418XA,2,2
255,8V,3,2
612,TE1,5,0
915,9RO,4,1
641,OD449JD,4,1
784,5916HC,3,0
414,FJ7275,4,1
487,AY755Y,1,0
884,G3468A,1,0
729,DS8473,4,0
42,28P,4,4
60,BX6687,4,4
462,357,4,3
577,G9340,5,3
4,87F,4,2
543,D497RT,4,4
864,3W,5,4
380,8MX,5,1
802,QS6,1,0
447,YX706T,2,0
984,SI4P,1,0
406,AR716NH,5,3
421,8U,2,2
623,D019,1,0
220,FN744TF,1,1
977,T6256ZP,5,2
967,2,4,4
875,JW1,1,0
399,C8AZ,5,1
21,N390GW,4,0
800,I536MB,4,1
653,8E,1,1
100,XB147BM,2,2
470,T5O,4,3
906,7UC,2,0
772,KR9334WV,4,0
875,H120W,4,0
524,A1838P,5,2
605,G89R,3,3
541,ES18QY,5,2
385,S3382,4,0
425,751,4,4
108,76,4,2
445,PR3442DO,2,1
620,W172,5,3
413,GJ367,1,1
91,V00,2,2
110,W3NF,1,1
748,I0,2,1
288,J4797SF,1,0
887,WR3S,5,5
754,ZH828,3,2
890,M9109,4,3
65,G0359T,1,1
3,VF344,1,1
64,O491B,3,1
391,PD333H,4,4
578,SP91,4,3
94,GB99UX,3,1
632,BP2ZS,1,1
382,5747,5,5
112,A833O,1,1
263,36,1,1
433,543D,5,3
604,B0O,2,0
90,TR5058,2,0
191,DA2266B,3,1
216,727RL,1,1
139,FC2J,4,3
188,2951C,5,4
574,U5SR,4,1
196,VO4VN,1,0
819,D210Z,1,0
424,5P,3,1
412,5356WV,1,1
98,IY8,5,0
474,208F,5,4
91,58A,5,1
525,AE159S,4,0
626,B5921U,2,0
484,M04C,4,1
142,PO81CB,2,1
776,EZ04CZ,3,3
221,ES342,1,0
791,038NR,3,0
906,8499,2,1
950,QR1762JE,1,0
656,7055N,3,3
265,5,5,0
633,725,4,4
588,JG47YC,1,0
792,121L,1,1
267,FK8767,1,1
474,WU3,4,2
174,A6542,2,2
563,766PX,4,4
183,XE9184,2,0
562,28MT,5,5
787,Q14V,2,1
772,2,5,2
709,P7840,5,2
879,R439Y,2,2
90,D437,3,0
14,K9868,1,1
452,K905,5,4
610,PM0640JL,2,2
410,236,5,0
777,BK1618O,2,0
863,122JO,1,1
744,C8,3,0
949,1QB,2,1
112,XI9H,2,0
865,PE5I,3,2
434,AQ432XS,2,0
837,824,4,2
649,BA73A,3,3
743,6,2,1
847,G966O,5,5
202,8527,4,1
33,A19ZQ,5,1
442,G53,5,0
377,Z8850O,4,2
713,PQ0371PK,3,0
508,1856,3,0
413,FW6Q,2,2
159,E09IN,5,5
29,L0407,4,1
372,334,2,0
613,SU924,4,4
479,NB61,3,2
147,IE817MO,5,5
262,W221B,1,1
884,HU31YH,5,3
117,X4028E,3,1
111,B988KO,4,1
566,5179,5,2
434,W47A,4,0
271,0O,3,2
111,4MV,5,1
549,567,1,0
585,YS3F,1,0
988,T74E,3,3
589,96,4,1
808,738,2,0
155,W2M,3,0
202,1FG,2,1
152,H583VZ,1,0
549,L872EB,2,2
32,O148,5,3
971,051,4,1
753,Y2,1,1
899,27,3,1
197,W0L,3,0
416,HK2093K,3,0
888,XH2RI,2,2
48,YT26WV,5,0
967,C9I,5,1
418,BY0SA,4,4
662,L58,1,0
407,QA3V,4,3
512,O5,5,0
541,263DO,2,1
363,860,1,1
871,GD824,2,1
164,9790BE,1,0
760,M6120B,3,0
347,HO538FY,3,3
627,R0894VA,4,4
61,V780MB,3,0
640,QY9,4,0
311,U9259J,4,2
65,D4714BY,2,2
214,BP44,4,1
857,TG4KJ,5,0
999,F57,5,0
583,EK640IF,5,0
659,BU84,2,1
396,Q57EG,2,2
906,0537D,2,0
957,NO35,2,0
490,KL4,2,0
328,DC417T,3,2
523,F379AX,3,0
948,NQ764VM,5,0
846,C334,3,2
451,8DW,5,0
989,TI792,1,0
235,0I,3,3
111,LC491B,1,0
63,78DG,1,1
316,W72NS,4,0
82,F1293CA,2,0
417,AB8KC,3,3
941,LU03D,3,3
680,XN088,1,1
312,2SG,4,1
340,1011T,4,1
907,21F,3,3
608,ZA7635,1,0
215,Z8AU,3,2
879,AF9,3,1
851,XQ5496IJ,1,1
283,L4,1,0
778,X46OS,1,0
840,M43,1,0
7,80,5,1
811,6JZ,5,5
4,JM26IJ,5,3
269,UA112BN,1,0
110,0,5,3
836,P08,4,1
985,FG660,3,2
645,G8918Y,3,1
140,0,4,4
697,X5163F,4,4
106,WD4049BU,1,1
643,OR340,4,4
893,D073W,1,0
472,14SP,5,5
488,KX89WL,4,1
282,A91HM,3,0
398,6Y,3,3
937,67,3,3
476,HA853,2,2
41,T2P,2,2
220,P114,1,1
21,WN93,1,0
747,49GC,1,1
47,NJ8868M,5,5
975,O9454,3,2
855,8672AB,2,0
446,7,2,0
256,57,5,5
336,IM6599H,2,2
122,3549,1,1
354,4877S,2,2
114,7OQ,4,2
987,YM1964G,4,4
932,F462Q,1,0
854,53WU,4,4
782,AI54,3,0
263,GL78M,2,0
23,B96U,3,1
39,788G,3,3
586,5UE,2,1
146,1530P,5,2
167,RI5089,4,1
185,5,2,1
383,1,1,0
450,985,3,2
961,RZ0298,1,0
203,32,1,0
414,EX7928,5,4
165,LJ242,2,0
139,2,5,3
241,MY7588ZT,3,2
645,P16V,2,2
50,9619E,2,2
120,CG9,1,0
235,TJ305SO,1,1
518,4,3,2
915,YT69NA,2,2
613,TM82FX,2,1
637,MV132,3,1
698,Z0S,5,3
682,US829I,5,5
726,8M,5,1
461,N92SX,5,4
745,6S,3,1
81,406E,1,1
796,M2SE,2,2
118,CF62Y,1,1
263,UJ9186W,4,1
987,Q2155,3,2
270,EC1220DZ,1,0
570,SF3ZR,4,3
669,AB2640,1,0
188,576,2,2
894,P409,4,0
328,815N,3,3
486,J41V,5,3
132,8XY,1,0
353,V921,4,0
194,P954IJ,4,0
